text,textblob_polarity,textblob_subjectivity,textblob_sentiment,transformer_sentiment,transformer_confidence,transformer_positive,transformer_negative,transformer_neutral,consensus_sentiment,sentiment_intensity
Beautiful. Pure. Christmas,0.5321428571428571,0.75,positive,positive,0.9735502004623413,0.9735502004623413,0.007046972401440144,0.019402872771024704,positive,0.7528465288025992
Tripe…and make it 🌱. Waiting for Kevin🎉,0.0,0.0,neutral,positive,0.9576830267906189,0.9576830267906189,0.0013006284134462476,0.0410163588821888,positive,0.47884151339530945
The only thing that outrages me about this ad is that they didn't wait until 1st December to show it. It is November. It is too early for xmas adds!,0.0625,0.65,neutral,negative,0.9232363104820251,0.007871992886066437,0.9232363104820251,0.06889170408248901,negative,0.4928681552410126
Not the best.,1.0,0.3,positive,negative,0.8392171263694763,0.01946382038295269,0.8392171263694763,0.14131900668144226,negative,0.9196085631847382
At last - somewhere I can still shop morally- well done John Lewis 🎉🎉🎉🎉❤❤❤❤❤❤,0.0,0.15833333333333333,neutral,positive,0.9828436374664307,0.9828436374664307,0.0032207260373979807,0.013935566879808903,positive,0.49142181873321533
Had they swapped the track out for Toytown.....,0.0,0.0,neutral,neutral,0.8665031790733337,0.055182915180921555,0.07831384986639023,0.8665031790733337,neutral,0.43325158953666687
"I kind of love this advert but it chokes me up at the same time . I had the best dad in the world bar none, not perfect but as close as you could get . Bought him an album By the four seasons in xmass1975 and this advert is so like that day 50yrs ago . Lost dad when he was just 42 in 1985 of cancer . I'm the dad of 4 daughters and 4 grandsons now, still miss dad but this advert really does make me feel like he is close to me still. At 61 now life has gone full circle here's to the next 61yrs and thank John Lewis well done you really scored a goal with this years advert . Ive watched 3 dozens times already .",0.2611111111111111,0.4305555555555556,positive,positive,0.8193309307098389,0.8193309307098389,0.06898776441812515,0.11168137192726135,positive,0.540221020910475
"Love this advert, not enjoyed a advert for about 15 years",0.125,0.6499999999999999,positive,positive,0.9021357893943787,0.9021357893943787,0.033592339605093,0.06427189707756042,positive,0.5135678946971893
Love this advert. The wokies hate it😂,-0.15000000000000002,0.75,negative,positive,0.5049120187759399,0.5049120187759399,0.3263772428035736,0.16871076822280884,negative,0.32745600938797
at last a real advert no wokeness just family values,0.1,0.18333333333333335,neutral,neutral,0.5075327754020691,0.4218062162399292,0.07066107541322708,0.5075327754020691,neutral,0.30376638770103453
"Oh my, this is gonna chime with every 90s clubbing dad throughout the land",0.0,0.0,neutral,positive,0.48809242248535156,0.48809242248535156,0.1320529580116272,0.37985458970069885,neutral,0.24404621124267578
NAILED IT SPEAKS VOLUMES,0.0,0.0,neutral,neutral,0.7968007922172546,0.17820195853710175,0.024997279047966003,0.7968007922172546,neutral,0.3984003961086273
"Amazing, Amazing advert 🙌🏾",0.6000000000000001,0.9,positive,positive,0.9814143776893616,0.9814143776893616,0.006613478064537048,0.011972155421972275,positive,0.7907071888446808
Wow love it ❤,0.3,0.8,positive,positive,0.976125955581665,0.976125955581665,0.007987340912222862,0.015886647626757622,positive,0.6380629777908325
"Is this the avert , very poor not christmasy at all who comes up with this nonsense",-0.52,0.78,negative,negative,0.9335542917251587,0.007209470495581627,0.9335542917251587,0.05923623964190483,negative,0.7267771458625794
"While looking at photos of my son when he was 3 the other day I said to my wife I'd love that little boy to run into the room and jump up for a cuddle again. He's now 23, finished uni and heading to Japan next week to start his first job, so yes I filled up watching this😢",0.13958333333333334,0.4513888888888889,positive,positive,0.5338999032974243,0.5338999032974243,0.10085906833410263,0.36524102091789246,positive,0.33674161831537885
"Nope, you parrots are just being weird about it.",-0.5,1.0,negative,negative,0.750163197517395,0.017638487741351128,0.750163197517395,0.2321983128786087,negative,0.6250815987586975
nah he’s right you lot hate this with every fibre of your being,-0.2571428571428572,0.7178571428571429,negative,negative,0.8768269419670105,0.01812196522951126,0.8768269419670105,0.10505110770463943,negative,0.5669848995549338
Powerful! 🥲 love the house music reference too,0.4375,0.8,positive,positive,0.988051176071167,0.988051176071167,0.0033961699809879065,0.008552635088562965,positive,0.7127755880355835
We are back 🏴󠁧󠁢󠁥󠁮󠁧󠁿,0.0,0.0,neutral,positive,0.6664459109306335,0.6664459109306335,0.010359461419284344,0.32319462299346924,neutral,0.3332229554653168
Ohhh that hit the spot. Can tell I'm a daddy as I made a happy tear.,0.8,1.0,positive,positive,0.9741219282150269,0.9741219282150269,0.008420093916356564,0.017457958310842514,positive,0.8870609641075134
Best Christmas advert for years,1.0,0.3,positive,positive,0.9674882888793945,0.9674882888793945,0.0065507893450558186,0.025960994884371758,positive,0.9837441444396973
What a great ad🎉great memories we were lucky iykyk😂,0.5666666666666667,0.7916666666666667,positive,positive,0.9874871969223022,0.9874871969223022,0.004379726946353912,0.008133040741086006,positive,0.7770769317944844
Finally an Ad that does not feature ethnics and alphabets,0.0,1.0,neutral,neutral,0.608022928237915,0.08240536600351334,0.3095717132091522,0.608022928237915,neutral,0.3040114641189575
This 2 minute advert has more emotional depth than 90% of million dollar Hollywood films.,0.25,0.575,positive,negative,0.6301019787788391,0.0954299122095108,0.6301019787788391,0.2744680643081665,positive,0.44005098938941956
"As a single Dad to a near teenage son, this closely relates to me! It seems society likes to stick its fingers up at at us blokes at times. I have felt that way a lot of times since i seperated from my ex. This advert is briillant. Thanks John Lewis!",0.06964285714285715,0.20357142857142857,neutral,negative,0.6446222066879272,0.05568427965044975,0.6446222066879272,0.29969343543052673,neutral,0.3571325319153922
Can't find the words? Share a couple of Garrys this Christmas.,0.0,0.0,neutral,neutral,0.6953755617141724,0.11381671577692032,0.1908077597618103,0.6953755617141724,neutral,0.3476877808570862
Rubbish gets worse every year,-0.4,0.6,negative,negative,0.9138824343681335,0.01263272576034069,0.9138824343681335,0.0734848827123642,negative,0.6569412171840667
No doctors or engineers in it 😊,0.0,0.0,neutral,positive,0.6883769631385803,0.6883769631385803,0.01831195503473282,0.29331105947494507,neutral,0.34418848156929016
Yes adverts need to show the real meaning of celebration. Family time. Tear jerker,0.2,0.30000000000000004,positive,neutral,0.42263150215148926,0.37903544306755066,0.19833305478096008,0.42263150215148926,positive,0.3113157510757446
Nice to see it wasnt something over the top that would exploit your emotions. like the son was a ghost or something. Just simple a wholesome,0.3666666666666667,0.6190476190476191,positive,neutral,0.45411360263824463,0.29968786239624023,0.24619850516319275,0.45411360263824463,positive,0.41039013465245566
"Well done, John Lewis and thank you",0.0,0.0,neutral,positive,0.9681336283683777,0.9681336283683777,0.0051033576019108295,0.026762956753373146,positive,0.48406681418418884
"Beautiful, just beautiful. 👏👏",0.85,1.0,positive,positive,0.9760067462921143,0.9760067462921143,0.008535859175026417,0.015457424335181713,positive,0.9130033731460572
What's the world coming to? Utter ✊🌊,0.0,1.0,neutral,positive,0.509369969367981,0.509369969367981,0.11777318269014359,0.37285685539245605,neutral,0.2546849846839905
Best one yet,1.0,0.3,positive,positive,0.9348551630973816,0.9348551630973816,0.006023612339049578,0.05912118777632713,positive,0.9674275815486908
"Funnily enough, the ads premise and visuals are a rip off of a movie called Aftersun.",0.0,0.5,neutral,negative,0.6132085919380188,0.025963779538869858,0.6132085919380188,0.3608276844024658,neutral,0.3066042959690094
Why did I choose at work to watch this for the first time????? 🥲,0.25,0.3333333333333333,positive,neutral,0.45430174469947815,0.09453216195106506,0.4511660635471344,0.45430174469947815,positive,0.3521508723497391
Amazing ! And no box ticking haters trolling ! Well done JL,0.9375000000000001,0.9,positive,positive,0.9575055241584778,0.9575055241584778,0.01273096352815628,0.029763495549559593,positive,0.9475027620792389
"I have always said that music is a time capsule. This ad really encapsulates this. This is such a beautiful ad. ❤❤ And as a parent, this is how you see your children. You see every stage in a glimpse. My father would tell me this and it wasn't till I became a parent that I finally really understood it.",0.3125,0.475,positive,positive,0.963668704032898,0.963668704032898,0.006057575345039368,0.030273674055933952,positive,0.638084352016449
Wonder what that R.I.P. Jaguar marketing people would think of it.,0.0,0.0,neutral,neutral,0.7154631018638611,0.05788200721144676,0.22665484249591827,0.7154631018638611,neutral,0.35773155093193054
I LOVE THIS ❤❤❤❤ actually made me tear up! And what a classic tune!!!!,0.30230034722222215,0.28888888888888886,positive,positive,0.9894790053367615,0.9894790053367615,0.003776003373786807,0.006745028775185347,positive,0.6458896762794918
That dad was born middle aged - if he heard some proper techno he’d probably soil himself!,-0.03333333333333333,0.16666666666666666,neutral,negative,0.8839451670646667,0.010479439049959183,0.8839451670646667,0.10557544976472855,negative,0.45863925019900004
Well done John Lewis. 👌🏻🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧 And if you’re “offended by this advert” go look in the mirror,0.0,0.0,neutral,positive,0.9464156627655029,0.9464156627655029,0.011117378249764442,0.04246697202324867,positive,0.47320783138275146
Aftersun lawsuit incoming?,0.0,0.0,neutral,neutral,0.61728835105896,0.018432138487696648,0.36427947878837585,0.61728835105896,neutral,0.30864417552948
Worst one ever 😳,-1.0,1.0,negative,negative,0.9455438852310181,0.007707198150455952,0.9455438852310181,0.04674897342920303,negative,0.972771942615509
So you buy a record and dance with your son and it gets you out of doing the clearing up.😂😂,0.0,0.0,neutral,neutral,0.7321640253067017,0.16510482132434845,0.10273122042417526,0.7321640253067017,neutral,0.36608201265335083
I love this. It has the feels that I can't remember any other recent JL Christmas ad having.,0.125,0.4083333333333334,positive,positive,0.9596304893493652,0.9596304893493652,0.01078922487795353,0.02958025597035885,positive,0.5423152446746826
Nice….. congrats to the whole team… and Merry Xmas,0.2,0.4,positive,positive,0.9869089722633362,0.9869089722633362,0.002695702714845538,0.01039532944560051,positive,0.5934544861316681
"Great advert, and just shows how much we crave that kind of thing because it’s hit everyone so hard emotionally. It really is crazy that this kind of message is no longer the norm., Well done John Lewis for being the first to bring it back. It SHOULDNT be brave. But it is.",0.26203703703703707,0.6138888888888888,positive,positive,0.8114404678344727,0.8114404678344727,0.06158486381173134,0.1269746869802475,positive,0.5367387524357549
Bring back traditional Britain. 🇬🇧❤,0.0,0.375,neutral,positive,0.8775259852409363,0.8775259852409363,0.008665435016155243,0.11380857229232788,positive,0.43876299262046814
Wow.. How make a grown up cry xx,0.1,1.0,neutral,negative,0.40787196159362793,0.2740146815776825,0.40787196159362793,0.31811338663101196,neutral,0.25393598079681395
Congratulations! The best Christina’s TV advertising I ever seeing! 💖💖💖THANK YOU,1.0,0.3,positive,positive,0.9894953370094299,0.9894953370094299,0.002991938963532448,0.007512708660215139,positive,0.994747668504715
"Wow, a brilliant advert; so great to see the relationship between a man and his son shown in a positive light. Not what we expect these days. Well done John Lewis. 👍",0.48545454545454547,0.7990909090909091,positive,positive,0.966069757938385,0.966069757938385,0.009023058228194714,0.02490716427564621,positive,0.7257621516964652
"And a Caucasian man too. You know those awful people who invented penicillin, the railway engine, the sewage system etc and who created some of the most beautiful music and art we will ever have among other things...",0.056249999999999994,0.71875,neutral,negative,0.8440449833869934,0.029103469103574753,0.8440449833869934,0.12685152888298035,negative,0.4501474916934967
